htid,recordid,oclc,locnum,author,imprint,date,place,enumcron,subjects,title,prob80precise,genrepages,totalpages,englishpct,datetype,startdate,enddate,imprintdate
mdp.39015024477674,245027,23625306,,"Gunning,",London;Printed for W. Lane;1792.,1792,enk,v.1,,Anecdotes of the Delborough family,0.89,238,254,1,s,1792,    ,1792
mdp.39015024477682,245027,23625306,,"Gunning,",London;Printed for W. Lane;1792.,1792,enk,v.4,,Anecdotes of the Delborough family,0.9,243,248,1,s,1792,    ,1792
mdp.39015024477732,245027,23625306,,"Gunning,",London;Printed for W. Lane;1792.,1792,enk,v.5,,Anecdotes of the Delborough family,0.9,257,266,1,s,1792,    ,1792
mdp.39015063950276,781764,5059489,PR5202.R7 1792,"Radcliffe, Ann Ward,",London;Printed for T. Hookham and J. Carpenter;M.DCC.XCII.,1792,enk,v.1,,The romance of the forest,0.89,275,289,1,s,1792,    ,"<unparsed=""M.DCC.XCII"">"
mdp.39015063950284,781764,5059489,PR5202.R7 1792,"Radcliffe, Ann Ward,",London;Printed for T. Hookham and J. Carpenter;M.DCC.XCII.,1792,enk,v.2,,The romance of the forest,0.89,288,299,1,s,1792,    ,"<unparsed=""M.DCC.XCII"">"
mdp.39015063950292,781764,5059489,PR5202.R7 1792,"Radcliffe, Ann Ward,",London;Printed for T. Hookham and J. Carpenter;M.DCC.XCII.,1792,enk,v.3,,The romance of the forest,0.89,339,359,1,s,1792,    ,"<unparsed=""M.DCC.XCII"">"
mdp.39015078549279,1369072,67409596,,"Defoe, Daniel,",Edinburgh;Printed for the book-sellers;1792.,1792,stk,,,"The life and most surprising adventures [of] Robinson Crusoe, of York, mariner, who lived eight and twenty years in an uninhabited island on the coast of the great river Oroonoque",0.81,301,340,1,s,1792,    ,1792
mdp.39015078549287,1369071,23641222,,"Defoe, Daniel,","London;Printed for A. Millar [etc.] and for Wilson, Spence, and Mawman, York;1792.",1792,enk,,,"The life and most surprising adventures of Robinson Crusoe, of York, mariner, who lived eight-and-twenty years in an uninhabited island on the coast of America, near the mouth of the great river Oroonoque",0.78,234,284,1,s,1792,    ,1792
mdp.39015078568303,1023532,36869223,PZ3.D545H,"Dibdin, Charles,",London;Printed for C. Dibdin;1796,1792,enk,v.1,"Voyages, Imaginary",Hannah Hewit;,0.8,220,252,1,s,1792,    ,1796
mdp.39015078568311,1023532,36869223,PZ3.D545H,"Dibdin, Charles,",London;Printed for C. Dibdin;1796,1792,enk,v.2,"Voyages, Imaginary",Hannah Hewit;,0.83,262,284,1,s,1792,    ,1796
mdp.39015078568329,1023532,36869223,PZ3.D545H,"Dibdin, Charles,",London;Printed for C. Dibdin;1796,1792,enk,v.3,"Voyages, Imaginary",Hannah Hewit;,0.83,265,288,1,s,1792,    ,1796
mdp.39015078572503,1420462,23623382,,"Campe, Joachim Heinrich,",Philadelphia;Printed and sold by W. Woodhouse;1792.,1792,pau,,"Voyages, Imaginary",The new Robinson Crusoe,0.83,330,354,1,s,1792,    ,1792
njp.32101048392748,8896436,4429493,,,Edinburgh;G. Mudie;1792.,1792,stk,v.4,,Arabian tales,0.82,417,458,1,s,1792,    ,1792
njp.32101048392755,8896436,4429493,,,Edinburgh;G. Mudie;1792.,1792,stk,v.2,,Arabian tales,0.84,422,444,1,s,1792,    ,1792
njp.32101048392763,8896436,4429493,,,Edinburgh;G. Mudie;1792.,1792,stk,v.1,,Arabian tales,0.83,374,398,1,s,1792,    ,1792
njp.32101067567832,8959932,22238783,,"Fielding, Henry,",London;Cooke;1792.,1792,enk,vol. 4,England;Social life and customs;Young men;Fiction;18th century,The history of Tom Jones,0.89,281,296,1,s,1792,    ,1792
njp.32101067567840,8959932,22238783,,"Fielding, Henry,",London;Cooke;1792.,1792,enk,vol. 3,England;Social life and customs;Young men;Fiction;18th century,The history of Tom Jones,0.89,234,250,1,s,1792,    ,1792
njp.32101067567857,8959932,22238783,,"Fielding, Henry,",London;Cooke;1792.,1792,enk,vol. 2,England;Social life and customs;Young men;Fiction;18th century,The history of Tom Jones,0.89,279,296,0.996,s,1792,    ,1792
njp.32101067567865,8959932,22238783,,"Fielding, Henry,",London;Cooke;1792.,1792,enk,vol. 1,England;Social life and customs;Young men;Fiction;18th century,The history of Tom Jones,0.89,277,292,0.996,s,1792,    ,1792
nnc1.0037119885,8398810,4429529,PJ7715.C4 1792,,Edinburgh;Bell & Bradfute; [etc.;1792.,1792,stk,v.2,,Arabian tales;,0.83,322,344,1,s,1792,    ,1792
nnc1.0037119893,8398810,4429529,PJ7715.C4 1792,,Edinburgh;Bell & Bradfute; [etc.;1792.,1792,stk,v.4,,Arabian tales;,0.8,321,368,1,s,1792,    ,1792
nnc1.0038773805,8398810,4429529,PJ7715.C4 1792,,Edinburgh;Bell & Bradfute; [etc.;1792.,1792,stk,v.1,,Arabian tales;,0.81,286,320,1,s,1792,    ,1792
nyp.33433074916390,8663931,20371019,,,Dublin;John Archer ...;1792.,1792,ie ,v. 1,History;Greece,"Athenian letters, or, The epistolary correspondence of an agent of the King of Persia, residing at Athens during the Peloponnesian War",0.87,408,472,0.999,s,1792,    ,1792
nyp.33433074916408,8663931,20371019,,,Dublin;John Archer ...;1792.,1792,ie ,v. 2,History;Greece,"Athenian letters, or, The epistolary correspondence of an agent of the King of Persia, residing at Athens during the Peloponnesian War",0.88,530,574,1,s,1792,    ,1792
nyp.33433074955091,2104589,23642675,,"Radcliffe, Ann Ward,",London;T. Hookham;1792.,1792,enk,v. 2,,A Sicilian romance,0.83,216,234,1,s,1792,    ,1792
nyp.33433074955109,2104589,23642675,,"Radcliffe, Ann Ward,",London;T. Hookham;1792.,1792,enk,v. 1,,A Sicilian romance,0.83,237,256,1,s,1792,    ,1792
nyp.33433075840250,8671962,22372764,,"Marmontel, Jean-FranÃ§ois,",Dublin;Printed for P. Wogan [etc.;1792.,1792,ie ,v. 1,French fiction,Tales,0.89,242,260,1,s,1792,    ,1792
nyp.33433082293899,8589487,1621736,PS707.B4F6 1792,"Belknap, Jeremy,",Boston;Printed by I. Thomas and E. T. Andrews;1792.,1792,xx ,,,The foresters,0.75,85,110,1,s,1792,    ,1792
nyp.33433082297098,8615343,9487259,,"Salzmann, Christian Gotthilf,",London;Printed by J. Crowder for J. Johnson;1792.,1792,enk,v. 3,,"Elements of morality, for the use of children",0.81,225,254,0.999,s,1792,    ,1792
nyp.33433082297106,8615343,9487259,,"Salzmann, Christian Gotthilf,",London;Printed by J. Crowder for J. Johnson;1792.,1792,enk,v. 2,,"Elements of morality, for the use of children",0.83,222,242,0.999,s,1792,    ,1792
nyp.33433082297114,8615343,9487259,,"Salzmann, Christian Gotthilf,",London;Printed by J. Crowder for J. Johnson;1792.,1792,enk,v. 1,,"Elements of morality, for the use of children",0.75,195,252,1,s,1792,    ,1792
uc2.ark+=13960=t1fj2bj4m,7685342,4734602,,,Edinburgh;Printed for G. Mudie [etc.] 1792.,1792,enk,v.3,,Arabian tales;,0.9,404,414,1,s,1792,    ,1792
uc2.ark+=13960=t42r3s70w,7692872,12258487,,"Sterne, Laurence,",London;Printed for J. Good ... and E. and S. Harding;1792.,1792,enk,v.1,Social life and customs;Italy;France,A sentimental journey through France and Italy,0.89,196,208,0.996,s,1792,    ,1792
uc2.ark+=13960=t4mk6790j,7685342,4734602,,,Edinburgh;Printed for G. Mudie [etc.] 1792.,1792,enk,v.4,,Arabian tales;,0.9,355,364,1,s,1792,    ,1792
uc2.ark+=13960=t7gq6vc6r,7691747,13646092,,"Radcliffe, Ann Ward,",London;Printed for T. Hookham and J. Carpenter ...;1792.,1792,enk,v.1,,The romance of the forest,0.89,279,292,1,s,1792,    ,1792
uc2.ark+=13960=t9t14wb76,7685342,4734602,,,Edinburgh;Printed for G. Mudie [etc.] 1792.,1792,enk,v.2,,Arabian tales;,0.9,422,432,1,s,1792,    ,1792
hvd.32044087388963,9706543,1555165,,"Hayley, William,",London;Printed for T. Cadell;1793.,1793,enk,v.1,Women;Celibacy,"A philosophical, historical, and moral essay on old maids",0.54,138,298,0.999,s,1793,    ,1793
hvd.hn1km3,9711229,6844145,PS745.A2 1793,"Franklin, Benjamin,",London;Printed for G. G. J. and J. Robinson;1793.,1793,enk,v.2,,Works of the late Doctor Benjamin Franklin,0.55,163,338,1,s,1793,    ,1793
hvd.hn4q7k,9707432,20045,PQ6329.A2 1793,"Cervantes Saavedra, Miguel de,","London;Printed for A. Law, W. Miller, and R. Cater;1793.",1793,enk,v.1,,The history and adventures of the renowned Don Quixote,0.79,300,352,1,s,1793,    ,1793
hvd.hn4q7l,9707432,20045,PQ6329.A2 1793,"Cervantes Saavedra, Miguel de,","London;Printed for A. Law, W. Miller, and R. Cater;1793.",1793,enk,v.2,,The history and adventures of the renowned Don Quixote,0.84,312,328,1,s,1793,    ,1793
hvd.hn4q7m,9707432,20045,PQ6329.A2 1793,"Cervantes Saavedra, Miguel de,","London;Printed for A. Law, W. Miller, and R. Cater;1793.",1793,enk,v.3,,The history and adventures of the renowned Don Quixote,0.84,344,362,1,s,1793,    ,1793
hvd.hn4q7n,9707432,20045,PQ6329.A2 1793,"Cervantes Saavedra, Miguel de,","London;Printed for A. Law, W. Miller, and R. Cater;1793.",1793,enk,v.4,,The history and adventures of the renowned Don Quixote,0.85,331,340,1,s,1793,    ,1793
hvd.hn6epr,1030894,6459545,PZ6.B458Ch3,"Berquin,","London;J. Stockdale; [etc., etc.;1793.",1793,enk,v.4,,The children's friend,0.57,182,362,1,s,1793,    ,1793
mdp.39015024479852,811348,23639138,,"Moore, W.",London;Published for the author by T. Cadell;1793-94.,1793,enk,v.2,Netherlands;Italy;France;Description and travel,"A ramble through Holland, France, and Italy",0.74,217,287,1,m,1793,1794,1793-1794
mdp.39015027523300,1058647,23621009,PK 2095 T14L89 1793,TalisÄ«n-al-DÄ«n.,London;T. Cadell;1793.,1793,enk,,,The loves of CÃ¡marÃºpa and CÃ¡malatÃ ,0.82,274,302,1,s,1793,    ,1793
mdp.39015031644233,450124,23628563,PZ3.M6675,,London;Printed for Hookham & Carpenter;1793.,1793,enk,ser.2 no.2666/v.1 1793,,The Minstrel;,0.9,647,666,1,s,1793,    ,1793
mdp.39015038670421,1959800,169394,,"Newton, John,",London;Printed for J. Johnson;1793.,1793,enk,v.1,"Newton, Mary (Catlett);d. 1790;Mrs",Letters to a wife,0.54,161,341,1,s,1793,    ,1793
mdp.39015063950128,781712,13310899,PZ3.R116C 2,"Radcliffe, Ann Ward,",London;Hookham and Carpenter;1793.,1793,enk,,,The castles of Athlin and Dunbayne,0.89,278,291,1,s,1793,    ,1793
mdp.39015065998067,811348,23639138,,"Moore, W.",London;Published for the author by T. Cadell;1793-94.,1793,enk,v.1,Netherlands;Italy;France;Description and travel,"A ramble through Holland, France, and Italy",0.6,175,320,0.989,m,1793,1794,1793-1794
mdp.39015078549295,1369074,9093195,,"Defoe, Daniel,",London;Printed for C. Cooke;1793,1793,enk,v.3,,The life and adventures of Robinson Crusoe,0.79,168,196,1,s,1793,    ,1793
mdp.39015078549303,1369074,9093195,,"Defoe, Daniel,",London;Printed for C. Cooke;1793,1793,enk,v.2,,The life and adventures of Robinson Crusoe,0.84,214,226,1,s,1793,    ,1793
mdp.39015078549311,1369074,9093195,,"Defoe, Daniel,",London;Printed for C. Cooke;1793,1793,enk,v.1,,The life and adventures of Robinson Crusoe,0.83,197,214,1,s,1793,    ,1793
njp.32101068932738,8975727,9998344,,"Franklin, Benjamin,",London;Printed for G. G. J. and J. Robinson;1793.,1793,enk,vol.1,,Works of the late Doctor Benjamin Franklin,0.57,170,340,1,s,1793,    ,1793
njp.32101071963084,8980629,13129984,,"Le Sage, Alain RenÃ©,",London;Printed for C. Cooke ...;1793?,1793,enk,,,The devil upon two sticks,0.9,272,282,1,s,1793,    ,1793
njp.32101076058054,9027370,4783357,,"Fielding, Henry,",London;Printed for C. Cooke ...;1793,1793,enk,vol. 1,,Amelia,0.88,215,232,1,s,1793,    ,1793
njp.32101076058062,9027370,4783357,,"Fielding, Henry,",London;Printed for C. Cooke ...;1793,1793,enk,vol. 2,,Amelia,0.89,203,218,1,s,1793,    ,1793
njp.32101076058070,9027370,4783357,,"Fielding, Henry,",London;Printed for C. Cooke ...;1793,1793,enk,vol. 3,,Amelia,0.88,218,236,1,s,1793,    ,1793
nyp.33433069322661,8615011,7111539,,"Twiss, Richard,","London;Printed at the Minerva Press, and Sold by William Lane ..., and by Mrs. Harlow ...;1793.",1793,enk,,History;Early works to 1800;Description and travel;France;Women publishers;Paris (France);18th century;Great Britain;1789-1793,"A trip to Paris in July and August, 1792",0.86,132,152,0.996,s,1793,    ,1793
nyp.33433074911789,8663615,6972304,PZ3.R7311,"Pilkington,",London;W. Lane;1793.,1793,enk,v. 1,,Rosina,0.89,273,290,0.998,s,1793,    ,1793
nyp.33433074911797,8663615,6972304,PZ3.R7311,"Pilkington,",London;W. Lane;1793.,1793,enk,v. 2,,Rosina,0.89,291,304,1,s,1793,    ,1793
nyp.33433074911805,8663615,6972304,PZ3.R7311,"Pilkington,",London;W. Lane;1793.,1793,enk,v. 3,,Rosina,0.88,276,302,1,s,1793,    ,1793
nyp.33433074911813,8663615,6972304,PZ3.R7311,"Pilkington,",London;W. Lane;1793.,1793,enk,v. 4,,Rosina,0.89,238,252,1,s,1793,    ,1793
nyp.33433074911821,8663615,6972304,PZ3.R7311,"Pilkington,",London;W. Lane;1793.,1793,enk,v. 5,,Rosina,0.89,233,246,1,s,1793,    ,1793
nyp.33433074931506,8637164,32399529,,,London;C. and G. Kearsley;1793.,1793,enk,,Wit and humor,"The festival of wit; or, Small talker: being a collection of bon mots, anecdotes, &c., of the most exalted characters;",0.61,245,444,1,s,1793,    ,1793
nyp.33433075733406,8669981,3920927,,"Kneigge, Adolf Franz Friedrich Ludwig,",London;Printed for G. and G. Kearsley;1793.,1793,enk,v. 2,German fiction,The German Gil Blas;,0.89,252,270,1,s,1793,    ,1793
nyp.33433082412309,8640605,4770210,,"Strathmore, Mary Eleanor Bowes,",London;Printed for W. Locke;1793.,1793,enk,,Divorce;Cases,The confessions of the Countess of Strathmore;,0.78,94,114,1,s,1793,    ,1793
nyp.33433088073691,8681865,24036316,,,"London;Printed for John Stockdale, Piccadilly;1793.",1793,enk,v. 1,Aesop;Fables,The fables of AEsop,0.75,283,364,0.999,s,1793,    ,1793
uc2.ark+=13960=t3tt4h68m,7660270,319991207,,"Goldsmith, Oliver,",London;C. Cooke;1793,1793,enk,,,The vicar of Wakefield,0.76,247,314,1, ,1793,    ,1793
uc2.ark+=13960=t6d21t12k,1181633,2473503,PA3855.E5C7 1793 (Rosenwald Coll.),Aesop.,London;J. Stockdale;1793.,1793,enk,v.1,,The Fables,0.8,319,364,1,s,1793,    ,1793
uc2.ark+=13960=t8pc2z66x,7694761,4536548,,"Sterne, Laurence,",London;Printed for J. Dodsley [etc.;1793.,1793,enk,v.2,,The works of Laurence Sterne,0.79,271,318,0.977, ,1793,    ,1793
dul1.ark+=13960=t15m6t508,10945349,79520987,,"Naubert, Benedikte,",London;printed for G. G. and J. Robinson;1794.,1794,enk,v.1,"History;1273-1517;Germany;Publisher;London;Robinson, G. G;Bookplate, Armorial;Place;1794;Sligo, Marquess of;Provenance;England;Robinson, J;Fiction;Fehmic courts",Herman of Unna,0.89,270,288,1,s,1794,    ,1794
dul1.ark+=13960=t1kh1g56t,10945349,79520987,,"Naubert, Benedikte,",London;printed for G. G. and J. Robinson;1794.,1794,enk,v.2,"History;1273-1517;Germany;Publisher;London;Robinson, G. G;Bookplate, Armorial;Place;1794;Sligo, Marquess of;Provenance;England;Robinson, J;Fiction;Fehmic courts",Herman of Unna,0.89,287,300,1,s,1794,    ,1794
mdp.39015021250124,282559,6630561,,"Bennett,",London;Printed for W. Lane;1794.,1794,enk,v.1,,"Ellen, Countess of Castle Howel",0.9,487,504,1,s,1794,    ,1794
mdp.39015063931458,245028,23625332,PZ3.G954M,"Gunning,",London;J. Bell;1794.,1794,enk,v.5,,Memoirs of Mary,0.85,197,236,1,s,1794,    ,1794
mdp.39015063931466,245028,23625332,PZ3.G954M,"Gunning,",London;J. Bell;1794.,1794,enk,v.4,,Memoirs of Mary,0.9,255,264,1,s,1794,    ,1794
mdp.39015063931474,245028,23625332,PZ3.G954M,"Gunning,",London;J. Bell;1794.,1794,enk,v.3,,Memoirs of Mary,0.89,251,262,1,s,1794,    ,1794
mdp.39015063931482,245028,23625332,PZ3.G954M,"Gunning,",London;J. Bell;1794.,1794,enk,v.1,,Memoirs of Mary,0.89,227,238,1,s,1794,    ,1794
mdp.39015063931490,245028,23625332,PZ3.G954M,"Gunning,",London;J. Bell;1794.,1794,enk,v.2,,Memoirs of Mary,0.89,249,258,1,s,1794,    ,1794
mdp.39015064447546,1904684,6958818,,"Naubert, Benedikte,",London;Printed for G. G. and J. Robinson;1794-95.,1794,enk,v.3,History;Fehmic courts;1273-1517;Germany;Fiction,Herman of Unna,0.84,258,272,1,m,1794,1795,1794-1795
mdp.39015064447553,1904684,6958818,,"Naubert, Benedikte,",London;Printed for G. G. and J. Robinson;1794-95.,1794,enk,v.2,History;Fehmic courts;1273-1517;Germany;Fiction,Herman of Unna,0.84,284,295,1,m,1794,1795,1794-1795
mdp.39015078549147,2242592,54839291,,"Defoe, Daniel,",London;Printed by assignment of F. Power and co. (grandson of the late John Newbery);1794.,1794,enk,,,"The wonderful life, and surprising adventures, of that renowned hero, Robinson Crusoe;",0.84,116,122,1,s,1794,    ,1794
mdp.39015078556357,1369990,16402237,,"Defoe, Daniel,",Baltimore;Sold by George Keating;1794.,1794,mdu,,,The life and adventures of Robinson Crusoe,0.76,26,32,0.996,r,1794,1784,1794
mdp.39015078562025,1420912,23626080,,"Longueville, Peter,","London;Printed for W. Lane, at the Minerva press;1794.",1794,enk,,,The hermit,0.68,182,276,1,s,1794,    ,1794
njp.32101037605548,9472207,43481070,,"Davies, J.,",London;Printed for the author and sold by Dilly [etc.;1794.,1794,enk,,,"Adolescence; or, Juvenile prosperity and cottage friendship",0.59,96,178,1,s,1794,    ,1794
nnc1.1002330652,8405386,35122360,,"Moser, Joseph,",London;1794.,1794,enk,v.1,,Turkish tales,0.81,193,216,1,s,1794,    ,1794
nnc1.1002330709,8405386,35122360,,"Moser, Joseph,",London;1794.,1794,enk,v.2,,Turkish tales,0.79,182,216,0.999,s,1794,    ,1794
nnc1.1002347091,8405460,35193090,,"Goldsmith, Oliver,",Dublin;Moore;1794.,1794,ie ,v.3,,The miscellaneous works of Dr. Goldsmith,0.64,235,396,0.999,s,1794,    ,1794
nyp.33433067305205,8618433,34257204,,"Addison, Joseph,",London;Printed for the author;1794-1797,1794,enk,v. 1,Anecdotes;England,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments; tending to amuse the fancy, and inculcate morality",0.56,244,562,1,s,1794,    ,1794-1797
nyp.33433067305213,8618433,34257204,,"Addison, Joseph,",London;Printed for the author;1794-1797,1794,enk,v. 2,Anecdotes;England,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments; tending to amuse the fancy, and inculcate morality",0.51,215,554,1,s,1794,    ,1794-1797
nyp.33433067305239,8618433,34257204,,"Addison, Joseph,",London;Printed for the author;1794-1797,1794,enk,v. 4,Anecdotes;England,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments; tending to amuse the fancy, and inculcate morality",0.53,238,594,1,s,1794,    ,1794-1797
nyp.33433067305247,8618433,34257204,,"Addison, Joseph,",London;Printed for the author;1794-1797,1794,enk,v. 5,Anecdotes;England,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments; tending to amuse the fancy, and inculcate morality",0.65,358,626,1,s,1794,    ,1794-1797
nyp.33433067305254,8618433,34257204,,"Addison, Joseph,",London;Printed for the author;1794-1797,1794,enk,v. 6,Anecdotes;England,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments; tending to amuse the fancy, and inculcate morality",0.62,319,604,1,s,1794,    ,1794-1797
nyp.33433067305262,8618433,34257204,,"Addison, Joseph,",London;Printed for the author;1794-1797,1794,enk,v. 7,Anecdotes;England,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments; tending to amuse the fancy, and inculcate morality",0.62,302,594,1,s,1794,    ,1794-1797
nyp.33433067305270,8618433,34257204,,"Addison, Joseph,",London;Printed for the author;1794-1797,1794,enk,v. 8,Anecdotes;England,"Interesting anecdotes, memoirs, allegories, essays, and poetical fragments; tending to amuse the fancy, and inculcate morality",0.65,335,588,1,s,1794,    ,1794-1797
nyp.33433074907712,8663345,13299312,,"Jephson, Robert,",London;J. Debrett;1794.,1794,enk,v. 2,"Revolution, 1789-1799;History;France;Fiction",The confessions of James Baptiste Couteau,0.88,226,246,0.999,s,1794,    ,1794
nyp.33433074907720,8663345,13299312,,"Jephson, Robert,",London;J. Debrett;1794.,1794,enk,v. 1,"Revolution, 1789-1799;History;France;Fiction",The confessions of James Baptiste Couteau,0.88,269,298,0.998,s,1794,    ,1794
nyp.33433074910815,8663658,17381925,,"Smith, Charlotte,",London;Printed for J. Bell ...;1794.,1794,enk,,English fiction,The wanderings of Warwick,0.89,286,302,1,s,1794,    ,1794
nyp.33433074926092,8668257,9776068,,"Sterne, Laurence,","London;Printed for A. Miller, W. Law, and R. Carter;1794.",1794,enk,,English letters,The letters of the late Laurence Sterne to his most intimate friends,0.51,121,278,0.995,s,1794,    ,1794
nyp.33433074955117,8666719,37203235,,"Gunning,",London;J. Bell;1794.,1794,enk,v. 1,English fiction,The packet,0.89,173,182,1,s,1794,    ,1794
nyp.33433074955125,8666719,37203235,,"Gunning,",London;J. Bell;1794.,1794,enk,v. 2,English fiction,The packet,0.89,252,268,1,s,1794,    ,1794
nyp.33433074955133,8666719,37203235,,"Gunning,",London;J. Bell;1794.,1794,enk,v. 3,English fiction,The packet,0.88,254,278,0.998,s,1794,    ,1794
nyp.33433082227533,8660694,10616880,,"Sterne, Laurence,",Dublin;Printed by P. Byrne;1794.,1794,ie ,v. 2,English literature,The works of Laurence Sterne,0.8,239,278,0.988,r,1794,uuuu,1794
nyp.33433082227541,8660694,10616880,,"Sterne, Laurence,",Dublin;Printed by P. Byrne;1794.,1794,ie ,v. 3,English literature,The works of Laurence Sterne,0.76,173,220,0.999,r,1794,uuuu,1794
nyp.33433082227574,8660694,10616880,,"Sterne, Laurence,",Dublin;Printed by P. Byrne;1794.,1794,ie ,v. 7,English literature,The works of Laurence Sterne,0.78,230,278,0.998,r,1794,uuuu,1794
dul1.ark+=13960=t1dj6471v,10944363,7032379,,"Saint-Pierre, Bernardin de,",Paris;1795.,1795,xx ,,,Paul and Virginia,0.89,287,302,1,s,1795,    ,1795
mdp.39015013472009,781718,20376300,,"Radcliffe, Ann Ward,",London;Printed for G. G. and J. Robinson;1795.,1795,enk,v.1,,The mysteries of Udolpho,0.9,429,435,1,s,1795,    ,1795
mdp.39015013472017,781718,20376300,,"Radcliffe, Ann Ward,",London;Printed for G. G. and J. Robinson;1795.,1795,enk,v.2,,The mysteries of Udolpho,0.9,470,483,1,s,1795,    ,1795
mdp.39015013472025,781718,20376300,,"Radcliffe, Ann Ward,",London;Printed for G. G. and J. Robinson;1795.,1795,enk,v.3,,The mysteries of Udolpho,0.9,464,471,1,s,1795,    ,1795
mdp.39015013472033,781718,20376300,,"Radcliffe, Ann Ward,",London;Printed for G. G. and J. Robinson;1795.,1795,enk,v.4,,The mysteries of Udolpho,0.9,446,459,1,s,1795,    ,1795
mdp.39015021028801,2017336,23618240,,,York;Printed and sold by E. and R. Peck;1795.,1795,enk,,"1717-1810;Metcalf, John","The life of John Metcalf, commonly called Blind Jack of Knaresborough",0.53,81,174,1,s,1795,    ,1795
mdp.39015063546520,396220,5068588,,"Cumberland, Richard,",London;C. Dilly;1795.,1795,enk,v.1,,Arundel,0.89,305,319,1,s,1795,    ,1795
mdp.39015063546538,396220,5068588,,"Cumberland, Richard,",London;C. Dilly;1795.,1795,enk,v.2,,Arundel,0.89,299,312,1,s,1795,    ,1795
mdp.39015063919081,245691,13228661,,,"Dublin;Printed for P. Wogan, [etc.;1795.",1795,ie ,,,The hapless orphan;,0.9,334,342,1,s,1795,    ,1795
njp.32101036889515,779950,17380662,,"Smith, Charlotte,","London;Printed for T. Cadell, jun. and W. Davies (successors to Mr. Cadell);1795.",1795,enk,v.4,,The banished man,0.89,278,290,0.999,s,1795,    ,1795
njp.32101036889523,779950,17380662,,"Smith, Charlotte,","London;Printed for T. Cadell, jun. and W. Davies (successors to Mr. Cadell);1795.",1795,enk,v.3,,The banished man,0.89,298,308,1,s,1795,    ,1795
njp.32101036889531,779950,17380662,,"Smith, Charlotte,","London;Printed for T. Cadell, jun. and W. Davies (successors to Mr. Cadell);1795.",1795,enk,v.2,,The banished man,0.89,252,262,0.999,s,1795,    ,1795
njp.32101079667026,9038110,39491425,,"Quevedo, Francisco de,",London;Printed for Edom & Thomson;1795.,1795,enk,,,Visions,0.82,273,298,1,s,1795,    ,1795
nnc1.cu58506756,8434485,9590696,,"Radcliffe, Ann Ward,","Philadelphia;Reprinted and sold by Thomas Bradford, book-seller and stationer, No. 8, South Front street.;1795.",1795,pau,,,The romance of the forest,0.84,439,468,1,s,1795,    ,1795
nyp.33433068263692,7689525,3601216,PT2392.L2Z43,"Lavater, Johann Caspar,","London;Printed for T. Cadell, jun., and W. Davies;1795",1795,enk,v. 1,Christian life,Secret journal of a self-observer,0.54,135,300,1,s,1795,    ,1795
nyp.33433074909957,8664064,3987987,,"Cumberland, Richard,",London;Printed for C. Dilly;1795.,1795,enk,v. 1,English fiction,Henry;,0.89,321,340,0.999,s,1795,    ,1795
nyp.33433074909965,8664064,3987987,,"Cumberland, Richard,",London;Printed for C. Dilly;1795.,1795,enk,v. 2,English fiction,Henry;,0.89,331,352,0.999,s,1795,    ,1795
nyp.33433074909973,8664064,3987987,,"Cumberland, Richard,",London;Printed for C. Dilly;1795.,1795,enk,v. 3,English fiction,Henry;,0.89,317,336,1,s,1795,    ,1795
nyp.33433074909981,8664064,3987987,,"Cumberland, Richard,",London;Printed for C. Dilly;1795.,1795,enk,v. 4,English fiction,Henry;,0.89,307,328,0.999,s,1795,    ,1795
nyp.33433074911599,1423009,5068130,,"Smith, Charlotte,",London;Printed by S. Low for E. Booker;1795.,1795,enk,v. 1,,Montalbert,0.82,257,282,1,s,1795,    ,1795
nyp.33433074911607,1423009,5068130,,"Smith, Charlotte,",London;Printed by S. Low for E. Booker;1795.,1795,enk,v. 2,,Montalbert,0.83,257,280,1,s,1795,    ,1795
nyp.33433074911615,1423009,5068130,,"Smith, Charlotte,",London;Printed by S. Low for E. Booker;1795.,1795,enk,v. 3,,Montalbert,0.84,324,344,1,s,1795,    ,1795
nyp.33433074955075,8663526,36524298,,,"Dublin;Printed by Graisberry and Campbell, for P. Byrne [etc.;1795.",1795,ie ,,English fiction,Letters of an Italian nun and an English gentleman,0.89,216,226,1,s,1795,    ,1795
nyp.33433074955232,8589886,4054022,PR3648.D4 1795,"Pye, Henry James,","New-York;Printed for James Rivington, no. 156 Pearlstreet;1795.",1795,nyu,v. 1-2,,The democrat;,0.89,308,326,1,s,1795,    ,1795
nyp.33433075812879,8672109,5695591,,"Rousseau, Jean-Jacques,","Dublin;Printed by J. Pasley for P. Byrne [etc., etc.;1795.",1795,ie ,v. 1,,Eloisa,0.75,282,360,1,s,1795,    ,1795
uc2.ark+=13960=t0tq5sd9m,7675057,320195738,,"Trenck, Friedrich,",London;For J. Johnson;1795.,1795,enk,,,The life and surprising adventures of Frederick Baron Trenck,0.78,92,112,1, ,1795,    ,1795
