oclc,AuthorName,AuthorDates,Title,PubLocation,PubDate,Format,VolumeStatement,paratextTitleControlled,EpigraphBoolean,NarrativeForm,NarrativeFormAdditional,NonProseForms,InscriptionBoolean,MarginaliaBoolean,TranslationClaim,TitleOtherWorks,TitleNouns,TitleAdjectives,TitlePlaces,TitleNames,TitleVerbs,TitleObjects,TitleAdverbs,Cataloger
191505,"Ferguson, Adam,",1723-1816.,"The history of the proceedings in the case of Margaret, commonly called Peg, only lawful sister to John Bull, esq.",London,1761,Octavo,,"Table of Contents, Errata",0,Third-person,First-person,,1,1,,,"History, Proceeding, Case, Sister, Esquire",Lawful,,"Margaret, Peg, John Bulll, Esq.",Call,,"Commonly, Only",KGP 6/13-15/15 Haverford College NB
192415,"Sterne, Laurence,",1713-1768.,"The Life and Opinions of Tristram Shandy, Gentleman. Vol. III.",London,1761,Octavo,,"Footnote, Preface, Dedication, Errata",1,First person,Third person,Poems,1,0,,,"Life, Opinion, Gentleman",,,"Tristram Shandy, Tristram Shandy, Gentleman",,,,GE 7/14/15 Swarthmore College NB
192415,"Sterne, Laurence,",1713-1768.,"The life and opinions of Tristram Shandy, gentleman. Vol. I.",London,1760,Octavo,,"Dedication, Footnotes",1,First-person,Third-person,,0,1,,,"Life, Opinion, Gentleman",,,"Tristram Shandy, Tristram Shandy, Gentleman",,,,IH 7/10/2015 Swarthmore College NB
192859,"Hawkesworth, John,",1715?-1773.,Almoran and Hamet: Volume first.,London,1761,Octavo,In two volumes.,"Dedication, Errata",0,Third-person,,,0,1,,,"Tale, Volume","Oriental, Two, First, Second",,"Almoran, Hamet",,,,MH 6/11/15 University of Pennsylvania NB
192863,"Hawkesworth, John,",1715?-1773.,Almoran and Hamet. Vol.I.,London,1761,Octavo,In two volumes.,Dedication,0,Third-person,,,0,1,,,"Tale, Volume, Edition","Oriental, Two, Second",,"Almoran, Hamet",,,,MH 6/10/15 University of Pennsylvania NB
193273,,,The adventures of a black coat. [Price 2s. 6d. sewed.],London,1760,Duodecimo,,Preface,1,First-person,Third-person,,0,1,,,"Adventure, Coat, Series, Occurrence, Incident, Witness, Peregrination, City, Company, Variety, Character","Black, Remarkable","London, Westminster",,"Contain, Entertain, Relate",Coat,,ATM 5/28/15 University of Pennsylvania BS
193280,"Fielding, Sarah,",1710-1768.,"The adventures of of David Simple: containing an account of his travels through the cities of London and Westminister, in the search of a real friend. By a lady. In two volumes.",Dublin,1761,Duodecimo,In two volumes,"Preface, Table of Contents, Table of Contents, Footnotes",0,Third-person,,,1,1,,,"Adventure, Account, Travel, City, Friend, Lady, Volume","Real, Two","London, Westminister",David Simple,"Contain, Search",,,KS 6/9/15 University of Pennsylvania NB
193355,"Johnstone, Charles,",1719?-1800?,"Chrysal: or, the adventures of a guinea. Wherein are exhibited views of several striking scenes, with curious and interesting anecdotes, of the most noted persons in every rank of life, whose hands it passed through, in America, England, Holland, Germany, and Portugal. By an adept. The sixth edition, greatly inlarged and corrected. Vol. I.",London,1767,Duodecimo,,"Dedication, Advertisement, Preface, Table of contents, Table of contents, Advertisement, Table of contents, Table of contents, Footnotes, Footnotes, Footnotes",1,First-person,Third-person,,1,1,,,"Adventure, Guinea, View, Scene, Anecdote, Person, Rank, Life, Hand, Adept","Several, Striking, Curious, Interesting, Most, Noted, Every, Enlarged, Corrected","America, England, Holland, Germany, Portugal",Chrysal,"Exhibit, Pass, Inlarge, Correct",Guinea,Greatly,GE 6/12/15 Swarthmore College IH
193381,,,"Memoirs of Mr. Charles Guildford, in a regular series of letters wrote by himself to a friend. The whole founded on real facts. In two volumes. Vol. I.",London,1761,Duodecimo,In two volumes.,"Preface, Footnotes",0,Epistolary,,,0,1,,,"Memoir, Mr., Series, Letter, Himself, Friend, Whole, Fact, Volume","Regular, Real, Two, One",,Mr. Charles Guildford,"Write, Find",Letter,,IH 9/17/2015 Swarthmore College KGP
193386,,,The History of Frederick the forsaken.,London,1761,Duodecimo,In two volumes.,,0,Third-person,Letters,,0,1,,,"History, History, Anecdote, Personage, Rank, Fashion, Metropolis, Volume","Forsaken, Forsaken, Relative, Several, Two",,"Frederick, Frederick",Intersperse,,,IEH 6/8/2015 Swarthmore College KGP
193485-1,"Colman, George,",1732-1794.,"Polly Honeycombe, a dramatick novel of one act.",London,1760,Octavo,,"Preface, Other, Prologue, List of characters, Epilogue",0,Dramatic dialogue,,,1,0,,,"Novel, Act, Theatre, Honeycombe","Dramatic, Dramatick, One, Now","Theatre-Royal, Drury-Lane",Polly Honeycombe,"Be, Act",Honeycombe,As,GE 6/10/15 Swarthmore College KS
193485-2,"Colman, George,",1732-1794.,"Polly Honeycombe, a dramatick novel of one act. As it is now acted at the Theatre-Royal in Drury-Lane.",London,1760,Octavo,,"Preface, Other, Prologue, List of characters, Epilogue",0,Dramatic dialogue,,,1,0,,,"Novel, Act, Theatre, Honeycombe","Dramatic, Dramatick, One, Now","Theatre-Royal, Drury-Lane",Polly Honeycombe,"Be, Act",Honeycombe,As,GE 6/10/15 Swarthmore College IH
193485_3,"Colman, George,",1732-1794.,"Polly Honeycombe, a dramatick novel of one act. [Price one shilling.]",London,1760,Octavo,,"Preface, Other, Prologue, List of characters, Epilogue",0,Dramatic dialogue,,,0,1,,,"Novel, Act, Price, Shilling","Dramatick, Dramatic, One","Theatre-Royal, Drury-Lane",Polly Honeycombe,"Be, Act",,Now,MH 7/29/15 University of Pennsylvania GE
193494,"Smollett, T.",1721-1771.,The adventures of Sir Launcelot Greaves. By the author of Roderick Random. In two volumes. Vol. 1.,London,1762,Duodecimo,In two volumes.,"Table of contents, Table of contents",0,Third-person,,,1,1,,Roderick Random,"Adventure, Sir, Author, Volume",Two,,"Sir Launcelot Greaves, Roderick Random",,,,KGP 6/10/15 Haverford College IH
193580-1,"Gunning,",1740?-1800.,"The histories of Lady Frances S----, and Lady Caroline S----. Written by the Miss Minifies, of Fairwater, in Somersetshire. Vol. I.",London,1763,Duodecimo,,"Dedication, Subscribers' list",0,Epistolary,,Poems,0,1,,,"History, Lady, Miss",,"Fairwater, Somersetshire","Lady Frances S----, Lady Caroline S-----, Miss Minifies",Write,,,IEH 6/25/2015 Swarthmore College NB
193580,"Gunning,",1740?-1800.,"The histories of Lady Frances S----, and Lady Caroline S----. Written by the Miss Minifies, of Fairwater, in Somersetshire. Vol. I.",London,1763,Duodecimo,,"Dedication, Subscriber's List",0,Epistolary,,Poems,1,1,,,"History, Lady",,"Fairwater, Somersetshire","Lady Frances S----, Lady Caroline S-----, Miss Minifies",Write,,,IEH 6/26/2015 Swarthmore College NB
194294,,,The Adventures of Sylvia Hughes.,London,1761,Duodecimo,,"Table of Contents, Preface",1,First-person,,,0,1,,,"Adventure, Herself",,,Sylvia Hughes,Write,,,KS 6/10/15 University of Pennsylvania IH
194528,"Smollett, T.",1721-1771.,Travels through France and Italy.,London,1766,Octavo,In two volumes.,"Other, Footnotes",1,Epistolary,,,1,1,,,"travel, observation, character, custom, religion, government, police, commerce, art, antiquity, description, town, territory, climate, register, weather, residence, month, city, M.D., volume","particular, eighteen, two","France, Italy, Nice","T. Smolett, M.D., T. Smolett","contain, add, keep",,,GE 7/7/2015 Swarthmore College IH
194769,,,"The wanderer: or, memoirs of Charle Searle, Esq; containing his adventures by sea and land. With many remarkable characters, and interesting situations in real life; and a variety of surprizing incidents. In two volumes. Vol. I.",London,1766,Duodecimo,In two volumes.,"Preface, Table of contents, Table of contents, Footnotes",1,Third-person,Letters,,0,1,,,"Wanderer, Memoir, Esq, Adventure, Sea, Land, Character, Situation, Life, Variety, Incident","Many, Remarkable, Interesting, Real, Surprizing, Surprising",,"Charles Searle, Esq;",Contain,,,MH 6/30/15 University of Pennsylvania NB
194812,"Brooke, Frances,",1724?-1789.,The history of Lady Julia Mandeville. In two volumes. By the translator of Lady Catesby's letters. The fourth edition. Vol I.,London,1765,Duodecimo,In two volumes.,,0,Epistolary,,,1,1,,Lady Catesby's Letters,"History, Lady, Volume, Translator, Lady, Letter, Edition","Two, Fourth",,"Lady Julia Mandeville, Lady Catesby",,Letter,,NB 7/7/15 Swarthmore College MH
194813,"Brooke, Frances,",1724?-1789.,The history of Lady Julia Mandeville. In two volumes. By the translator of Lady Catesby's letters. The third edition. Vol I.,London,1764,Duodecimo,In two volumes.,,0,Epistolary,,,1,1,,Lady Catesby's Letters,"History, Lady, Volume, Translator, Lady, Letter, Edition","Two, Third",,"Lady Julia Mandeville, Lady Catesby",,Letter,,NB 7/7/15 Swarthmore College IH
194937,,,"The peregrinations of Jeremiah Grant, Esq; The West-Indian.",London,1763,Duodecimo,,"Dedication, Errata, Footnotes",1,First-person,Letters,"Sheet music, Song., Poems",0,1,,,"Peregrination, Esq., Esquire, West-Indian",,,"Jeremiah Grant, Esq.",,,,MH 6/15/15 University of Pennsylvania KS
194946,"Cooper, Maria Susanna.",,Letters between Emilia and Harriet.,Dublin,1762,Duodecimo,,"Advertisement, Table of contents, Footnote",0,Epistolary,,Poems,0,1,,,,,,,,,,YDS 7/7/15 Swarthmore College IH
195428,"Eli de Beaumont,",1729-1783.,The history of the Marquis de Roselle. Vol. I.,London,1766,Octavo,In two volumes.,"Preface, Footnotes, Footnotes",0,Epistolary,,,0,0,Translation,,"History, Marquis, Series, Letter, Volume","French, Two",,"Marquis de Roselle, Madam Elie de Beaumont",Translate,Letter,,MH 07/07/15 University of Pennsylvania KS
195787,,,The Parasite,Dublin,1765,Duodecimo,,"Table of contents, Table of contents, Footnotes",1,Third-person,,,0,1,,,Parasite,,,,,,,KGP 6/17-18/15 Haverford College KS
196104,,,"Sophronia: or, letters to the ladies.",London,1761,Duodecimo,,Preface,0,Epistolary,,,0,1,,,"Letter, Lady",,,Sophronia,,Letter,,NB 6/12/15 Swarthmore College KS
196208,"Tiphaigne de La Roche, Charles-FrancÃ¢Ë†_Ãƒâ€°Ã¢Ë†_Ãƒ_ois,",1722-1774.,"Giaphantia: or, a view of what has passed, what is now passing, and, during the present century, what will pass, in the world. Translated from the original French, with explanatory notes.",Dublin,1761,Duodecimo,,"Dedication, Table of contents, Table of contents, Footnotes",0,First-person,,,1,1,Translation,,"View, Century, World, French, Explanatory, Note","During, Present, Original",,Giphantia,"Have, Pass, Be, Will, Translate",,Now,
196212,"Brooke, Frances,",1724?-1789.,The history of Emily Montague. In four volumes. By the author of Lady Julia Mandeville.,Dublin,1769,Duodecimo,In four volumes,Dedication,1,Epistolary,,,0,1,,Lady Julia Mandeville,"History, Volume, Author, Lady",Four,,"Emily Montague, Julia Mandeville",,,,MH 6/8/15 University of Pennsylvania IEH
196219-1,"Brooke, Frances,",1724?-1789.,The history of Emily Montague. Vol. I.,London,1769,Duodecimo,In four volumes,"Dedication, Errata",1,Epistolary,,,0,1,,Lady Julia Mandeville,"History, Author, Lady, Volume",Four,,"Emily Montague, Lady Julia Mandeville",,,,IH 6/10/15 Swarthmore College KGP
196219-2,"Brooke, Frances,",1724?-1789.,The history of Emily Montague. Vol. I.,London,1769,Duodecimo,In four volumes,"Dedication, Errata",1,Epistolary,,,1,1,,Lady Julia Mandeville,"History, Author, Lady, Volume",Four,,"Emily Montague, Lady Julia Mandeville",,,,MH 6/9/15 University of Pennsylvania IH
196532,"Gunning,",1740?-1800.,"The picture. A novel. By the Miss Minifies of Fairwater in Somersetshire; Authors of the History of Lady Frances S---, and Lady Caroline S---. Vol. I.",Dublin,1766,Duodecimo,,Preface,0,,,,1,1,,the History of Lady Frances S--- and Lady Caroline S---,"Picture, Novel, Author, History",,"Fairwater, Sommersetshire","Miss Minifies, Lady Frances S---, Lady Caroline S---",,,,
196549,"Cleland, John,",1709-1789.,"The surprises of love, exemplified in the romance of a day, or an adventure in Greenwich-Park, last Easter; the romance of a night, or a Covent-Garden-adventure; the second edition; with the addition of two stories, never before in print, entitled, the romance of a morning, or the chance of a sport; the romance of an evening, or who would have thought it?",London,1765,Duodecimo,,,0,Third-person,"First-person, Epistolary",,0,1,,,"Surprise, Love, Romance, Day, Adventure, Easter, Night, Edition, Addition, Story, Print, Morning, Chance, Sport, Evening","Last, Second, Two","Greenwich-Park, Greenwich Park, Convent-Garden, Convent Garden",,"Exemplify, Entitle, Have, Think",,"Never, Before",KS 07/08/15 University of Pennsylvania YDS
196603,"Woodfin,",,"The discovery: or, memoirs of Miss Marianne Middleton. By Mrs. Woodfin, Author of Harriot Watson, Sally Sable, and of The auction, a modern novel. In two volumes.",Dublin,1764,Duodecimo,In two volumes.,"Advertisement, Dedication., Poem",1,First person,,,1,1,,"Harriot Watson, Sally Sable, The Auction, a Modern Novel","Discovery, Memoir, Miss, Author, Auction, Novel, Volume","Modern, Two",,"Miss Marianne Middleton, Mrs. Woodfin, Harriot Watson, Sally Sable",,,,KS 6/17/2015 University of Pennsylvania IH
196603-2,"Woodfin,",,"The discovery: or, memoirs of Miss Marianne Middleton. By Mrs. Woodfin, author of Harriot Watson, Sally Sable, and of The Auction, a modern novel. In two volumes. Vol. I.",Dublin,1764,Duodecimo,In two volumes.,"Advertisement, Poem",1,First person,Third person,,1,1,,"Harriot Watson, Sally Sable, The Auction, a Modern Novel","Discovery, Memoir, Miss, Mrs, Author, Auction, Novel, Volume","Modern, Two",,"Miss Marianne Middleton, Mrs. Woodfin, Harriot Watson, Sally Sable",,Sable,,KGP 6/29/2015 Haverford College NB
196684,"Treyssac de Vergy, Pierre Henri,",d. 1774.,"The mistakes of the heart: or, memoirs of Lady Carolina Pelham and Lady Victoria Nevil. In a series of letters. Published by M. Treyssac de Vergy, counsellor in the parliaments of Paris and Bourdeaux. Vol. I.",London,1769,Duodecimo,,"Dedication, To the reader, Preface, Errata",1,Epistolary,,,0,1,,,"Mistake, Heart, Memoir, Lady, Series, Letter, Counsellor, Parliament",,"Paris, Bourdeaux","Lady Carolina Pelham, Lady Victoria Nevil, M. Treyssac de Vergy",Publish,Letter,,NB 07/06/15 Swarthmore College MH
196687,"Sheridan, Frances Chamberlaine,",1724-1766.,Memoirs of Miss Sidney Bidulph,London,1767,Duodecimo,In three volumes,"Dedication, Introduction, Introduction",0,Epistolary,Third-person,,0,1,,,"Memoir, Journal, Volume, Conclusion, Memoir, Press, Editor, Part","Own, Three, Late, Former",,"Miss Sidney Bidulph, Miss Sidney Bidulph","Extract, Publish, Prepare",Journal,"Now, First",IH 6/16/15 Swarthmore College GE
196688,,,"The Perplexed lovers: or, The history of Sir Edward Balchen, Bart. Vol. I.",London,1768,Duodecimo,In three volumes.,,0,Third-person,,,0,1,,,"Lover, History, Sir, Volume","Perplexed, Three",,"Sir Edward Balchen, Bart",,,,KS 6/25/15 University of Pennsylvania IH
196689,"Pennington, Sarah,",d. 1783.,"Letters on different subjects, in four volumes; amongst which are interspers'd the adventures of Alphonso, after the destruction of Lisbon. By the author of The unfortunate mother's advice to her absent daughters. The third edition. Vol. I.",London,1767,Octavo,In four volumes,"Preface, Subscriber's list",0,Epistolary,,,0,1,,The unfortunate Mother's Advice to her absent Daughters,"Letter, Subject, Volume, Adventure, Destruction, Author, Mother, Advice, Daughter","Different, Four, Unfortunate, Absent",Lisbon,Alphonso,Intersperse,Letter,,IH 6/12 Swarthmore College KGP
196600,"Johnstone, Charles,",1719?-1800?,"The reverie: or, a flight to the paradise of fools. Published by the editor of the Adventures of a Guinea. In two volumes. Vol. I.",London,1762,Duodecimo,In two volumes.,"Table of contents, Table of contents, Advertisement, Postscript, Footnotes",1,First-person,,,1,1,,Adventures of a Guinea,"Reverie, Flight, Paradise, Fool, Editor, Adventure, Guinea, Volume",Two,,,Publish,,,IEH 6/30/2015 Swarthmore College NB
196691,"Griffith, Richard,",d. 1788.,"A series of genuine letters between Henry and Frances. The third edition, revised, corrected, enlarged, and improved, by the authors. Vol. I.",London,1772,Duodecimo,,"To the booksellers, Letter, Letter, Footnotes, Preface, Dedication, Subscriber's List, Dedication, Preface, Dedication",1,Epistolary,Third-person,Poems,1,1,,,"Series, Letter, Edition, Author","Genuine, Third",,"Henry, Frances","Revise, Correct, Enlarge, Improve",Letter,,IH 7/7/2015 Swarthmore College NB
1967107,,,Memoirs of the Chevalier Pierpoint.,London,1763,Octavo,In two volumes.,,0,First-person,,Poems,1,1,,,"Memoir, Chevalier, Volume","First, Second, Two",,Chevalier Pierpoint,,,,MH 6/17/15 University of Pennsylvania IH
196864,Lady.,,The history of Miss Pittborough. In a series of letters. By a lady. In two volumes.,London,1767,Octavo,In two volumes.,,0,Epistolary,,,0,1,,,"History, Series, Letter, Lady, Volume",Two,,Miss Pittborough,,Letter,,KS 6/29/15 University of Pennsylvania GE
196868,,,The History of Major Bromley and Miss Cliffen. Volume the first.,London,1767,Duodecimo,,"Table of Contents, Table of Contents",1,Third-person,,,1,1,,,"History, Miss, Major, Volume","First, Second",,"Major Bromley, Miss Cliffen",,,,KS 07/07/15 University of Pennsylvania MH
196998,"Voltaire,",1694-1778.,L'ingenu; or the sincere Huron.,London,1768,Octavo,,,0,Third-person,,,0,1,Translation,,"Ingenu, Huron, History, French","Sincere, True",,"M. De Voltaire, Voltaire",Translate,,,
197021,"Gunning,",1740?-1800.,"Barford Abbey, a novel.",London,1768,Duodecimo,In two volumes.,,0,,,,1,1,,,"Abbey, Novel, Series, Letter, Volume",Two,Barford Abbey,,,,,KS 07/02/15 University of Pennsylvania NB
197053,"Sheridan, Frances Chamberlaine,",1724-1766.,The history of Nourjahad.,London,1767,Duodecimo,,,0,Third-person,,,0,0,,Sidney Bidulph,"History, Editor",,,"Nourjahad, Sidney Bidulph",,,,KGPC 6/22/15 Haverford College NB
197114,"Riccoboni, Marie Jeanne de Heurles Laboras de MezieÃ¢Ë†_Ãƒâ€°Ã¢Ë†_Ãƒâ€˜res,",1713-1792.,"Letters from Juliet Lady Catesby, to her friend Lady Henrietta Campley. Translated from the French. The third edition.",London,1763,Duodecimo,,,0,Epistolary,First-person,,0,1,Translation,,"Letter, Lady, Friend, French",,,"Lady Juliet Catesby, Lady Henrietta Campley",Translate,,,KS 07/07/2015 University of Pennsylvania NB
197280,,,The history of Miss Beville. Vol. I.,London,1768,Duodecimo,In two volumes.,Other,0,Epistolary,,,1,0,,,"History, Miss, Volume",Two,,Miss Emilia Beville,,,,MH 7/7/15 University of Pennsylvania IH
197294-1,Friend.,,The history of Eliza. Written by a friend. In two volumes. Vol. I.,London,1767,Octavo,,To the Reader,0,Third-person,First-person,,0,0,,,"History, Friend, Volume",Two,,Eliza,Write,,,NB 6/25/15 Swarthmore College MH
197294-2,Friend.,,The history of Eliza. Written by a friend. Vol. I.,London,1767,Octavo,,To the Reader,0,Third-person,First-person,,1,1,,,"History, Friend, Volume",Two,,Eliza,Write,,,NB 6/25/15 Swarthmore College KGP
197297-1,"Longueville, Peter,",fl. 1727.,"The hermit, or, The unparallel'd sufferings and surprising adventures of Mr. Philip Quarll, an Englishman, who was lately discovered by Mr. Dorrington, a Bristol merchant, upon an uninhabited island in the South-Sea, where he has lived above fifty years, without any human assistance, still continues to reside, and will not come away. Containing I. His conferences with those who found him out; to whom he recites the most material circumstances of his life; as, that was born in the parish of St. Giles, educated by charitable contribution of a lady, and put 'prentice to a locksmith. II. How he left his master, and was taken up with a notorious house-breaker, who was hanged; how, after his escape, he went to sea a cabin-boy, married a famous whore, listed himself a common soldier, turned singing-master, and married three wives, for which he was tried and condemned at the Old Bailey. III. How he was pardoned by King Charles II. [sic] turned merchant, and was shipwrecked on this desolate island on the coast of Mexico. With a curious frontispiece and a map of the island. The fourth edition.",London,1768,Duodecimo,,"Preface, Poem, Footnotes",0,Third-person,First-person,,0,1,Adaptation,,"Hermit, Suffering, Adventure, Mister, Englishman, Merchant, Island, Year, Assistance, Conference, Circumstance, Life, Parish, Contribution, Lady, Apprentice, Locksmith, Master, House-Breaker, Sea, Cabin-boy, Whore, Solider, Singing-master, Three, Wife, Coast, Edition","Unparalleled, Surprising, Uninhabited, Fifty, Human, Material, Born, Charitable, Notorious, Famous, Common, Desolate, Curious, Fourth","Bristol, South-Sea, St. Giles, Old Baily, Old Bailey, Mexico","Mr. Philip Quarll, Mr. Dorrington, King Charles II","Be, Discover, Live, Continue, Reside, Will, Come, Contain, Find, Recite, Educate, Put, Leave, Take, Hang, Escape, Go, Marry, List, Turn, Try, Condemn, Pardon, Shipwreck","Frontispiece, Map","Lately, Still, Most",KGP 6/19/15 Haverford College KS and YDS
197400,"Treyssac de Vergy, Pierre Henri,",d. 1774.,"The lovers: or The memoirs of Lady Sarah B---- and the Countess P----. Published by Mr. Treyssac de Vergy, counsellor in the Parliament of Paris.",London,1769,Octavo,,"Dedication, To the Reader, Footnotes",1,Epistolary,,,1,1,,,"Lover, Memoir, Lady, Countess, Counsellor, Parliament",,"Paris, Parliament of Paris","Lady Sarah B----, Countess P----, Mr. Treyssac de Vergy",Publish,,,
197402,,,"The history of Emily Willis, a natural daughter. In two volumes. Vol. I.",London,1768,Duodecimo,In two volumes.,,0,Third-person,Letters,,1,1,,,"History, Daughter, Volume","Natural, Two",,Emily Willis,,,,IH 6/26/15 Swarthmore College KS
197903,"Langhorne, John,",1735-1779.,"The correspondence of Theodosius and Constantia, from their first acquaintance to the departure of Theodosius. Now first published from the original manuscripts. By the editor of The letters that passed between Theodosius and Constantia, after she had taken the veil.",London,1765,Octavo,,"Errata, Dedication, Advertisement, Notes",1,Epistolary,,,1,1,,"The letters that passed between Theodosius and Constantia, after she had taken the veil","Correspondence, Acquaintance, Departure, Manuscript, Editor, Letter, Veil","First, Original",,"Theodosius, Constantia","Publish, Pass, Take","Letter, Manuscript, Veil",,NB 7/1/15 Swarthmore College MH
197904,"Brooke, Frances,",1724?-1789.,The history of Lady Julia Mandeville. Vol. I.,London,1769,Duodecimo,In two volumes.,,0,Epistolary,,,0,1,,Lady Catesby's Letters,"History, Lady, Translator, Edition, Volume","Fifth, Two",,"Lady Julia Mandeville, Lady Catesby",,,,MH 6/16/15 University of Pennsylvania GE
198171,,,"The faithful fugitives: or, adventures of Miss Teresa M---. In a series of letters to a friend.",London,1766,Duodecimo,,Preface,1,Epistolary,,,0,1,,,"Fugitive, Adventure, Miss, Series, Letter, Friend",Faithful,,Miss Teresa M---,,Letter,,MH 7/1/15 University of Pennsylvania GE
198261,"Atkyns,",,The hermit. Vol. I.,London,1769,Duodecimo,,,0,Third-person,First-person,,1,1,,,"Hermit, Novel, Lady, Volume",Two,,,,,,KGP 6/23/2015 Haverford College NB
198546,"Smollett, T.",1721-1771.,The history and adventures of an atom. In two volumes. Vol. I.,London,1769,Duodecimo,In two volumes.,"Prologue, Advertisement, Footnote, Footnote, Footnote, Footnote, Footnote",0,First-person,Third-person,,1,1,,,"History, Adventure, Atom, Volume","Two, One",,,,,,KGP 7/1/15 Haverford College IH
1986497,"Kimber, Edward,",1719-1769.,"Maria; the genuine memoirs of a young lady of rank and fortune. By the author of The life and adventures of Joe Thompson. The second edition, corrected. Vol. I.",London,1765,Duodecimo,,"Table of contents, Table of contents, Preface",1,Third-person,,,1,1,,The Life and Adventures of Joseph Thompson,"Memoir, Lady, Rank, Fortune, Author, Life, Adventure","Genuine, Young",,"Maria, Joseph Thompson",,,,KS 7/01/15 University of Pennsylvania MH
198706,"Herberts, Mary.",,"The adventures of Proteus, &c. A set of novels, never before published",Dublin,1769,Duodecimo,,Footnote,0,Third-person,Epistolary,,0,1,,,"Adventure, Set, Novel",,,Proteus,"Be, Publish",,"Never, Before",KS 6/24/15 University of Pennsylvania KGP
198707,"Jenner, Charles,",1736-1774.,"Letters from Lothario to Penelope. To which is added Lucinda, a dramatic entertainment of three acts. Inscribed to David Garrick, Esq. In two volumes. Volume the first.",London,1769,Octavo,In two volumes.,"Table of contents, Table of contents, Letter, Poem, List of characters",0,Epistolary,Dramatic dialogue,Poems,0,1,,,"Letter, Entertainment, Act, Esq., Esquire, Volume","Dramatic, Three, Two, First, Second",,"Lothario, Penelope, Lucinda, David Garrick, Esq.","Add, Inscribe",Letter,,IH 6/19/2015 Swarthmore College KGP
198847,"Griffith, Richard,",d. 1788.,Two novels. In letters. From the authors of Henry and Frances. In four volumes. Volume the first.,London,1769,,In four volumes.,"Dedication, Preface, Errata, Preface, Advertisement, Errata, Footnotes",1,Epistolary,,,0,1,,Henry and Frances,"Novel, Letter, Author, Volume, Distress, Part, Knot, Gordion knot, Nodus, Vindex","Two, Four, First, Second, Third, Fourth, Delicate, One, Two, Gordion, Dignus","Henry, Frances",,,Letter,,GE 7/7/2015 Swarthmore College KGP
198860,"Marmontel, Jean FrancÃ¢Ë†_Ãƒâ€°Ã¢Ë†_Ãƒ_ois,",1723-1799.,"Belisarius. By M. Marmontel, member of the French Academy.",London,1767,Duodecimo,,"Preface, Preface, Footnotes",1,Third-person,,,1,1,Translation,,"member, Academy",French,,"Belisarius, M. Marmontel",,,,GE 6/29/2015 Swarthmore College KS
198912,,,The adventures of an author.,London,1767,Duodecimo,In two volumes.,"Introduction, Table of contents, Table of contents",0,Third-person,First-person,,1,1,,,"Adventure, Author, Friend, Volume",Two,,,Write,,,KGP 7/7/15 Haverford College NB
198938,,,"The nunnery; or, the history of Miss Sophia Howard. In two volumes.",London,1767,Duodecimo,In two volumes.,,0,Epistolary,,,0,1,,,"Nunnery, History, Volume",Two,,Miss Sophia Howard,,,,KGP 6/24-25/15 Haverford College KS
198941,,,The history of Mr. Wallace.,London,1768,,,"Table of contents, Table of contents",0,Third-person,,,1,1,,,"triumph, love, beauty, family, book",four,,Mr. Wallace,,,,GE 6/29/2015 Swarthmore College NB
198960,"Povey, Charles,",1652?-1743.,"The Virgin in Eden: or, the state of innocency. DeliverÃ¢â‚¬_Ãƒâ€_ÃƒÂ¶Ã¢Ë†_Ãƒâ€˜Ã¢Ë†_Ã‚Â¥d byway of image and description. Presenting a nobleman, a student, and heiress, on their progress from Sodom to Canaan. With the parable of the shepherd, Zachariah, and Mary, who dwelt in thatched tenements, secluded from noise and snares. Their holy living and dying. To which are added, PamelaÃ¢â‚¬_Ãƒâ€_ÃƒÂ¶Ã¢Ë†_Ãƒâ€˜Ã¢Ë†_Ã‚Â¥s letters, proved to be immodest romances painted in images of virtue: masquerades in disguise, that received birth now vice reigns in triumph, and swells in streams even to a deluge. In this treatise are the divine sayings of Queen Mary and Carolina in public assemblies and select companies. Taken from their own manuscripts. The decree of god appoints these records to be kept in every house, in every kingdom and state, from one generation to another, till the great fall of nature.",London,1767,Quarto,,"Preface, Introduction",0,Mixed-genre,"First-person, Letters",,0,1,,Pamela,"Virgin, State, Innocency, Innocence, Image, Description, Nobleman, Student, Heiress, Progress, Parable, Shepherd, Tenement, Noise, Snare, Letter, Romance, Image, Virtue, Masquerade, Disguise, Birth, Vice, Triumph, Stream, Deluge, Treatise, Saying, Queen, Assembly, Company, Manuscript, God, Kingdom, State, Generation, Fall","Thatched, Holy, Immodest, Painted, Divine, Public, Select, Every, One, Another, Great, Nature, Fifth","Eden, Sodom, Canaan","Zachariah, Mary, Queen Mary, Carolina","Deliver, Present, Dwell, Seclude, Live, Die, Add, Be, Receive, Reign, Swell, Take, Decree",Letter,,GE 6/16/15 Swarthmore College IH
199030,"Pfeil, Johann Gottlob Benjamin,",1732-1800.,"The Memoirs of the Count of PÃ¢â‚¬_Ãƒâ€_ÃƒÂ¶Ã¢Ë†_Ãƒâ€˜Ã¢Ë†_Ãƒâ€ ; shewing at once the dreadful consequences of vice, and the happiness in being virtuous. A novel, translated from the german, by F. W. Streit, F. Ducal S. at Jena. In two volumes. Vol. I.",London,1767,Duodecimo,In two volumes,"Preface, Errata, Footnotes",0,First-person,Letters,,1,1,Translation,,"memoir, count, consequence, vice, happiness, novel, German, Volume","dreadful, virtuous, Two","F. Ducal S., Jena","Count of P-, F.W. Streit","show, be, translate",,,GE 6/16/15 Swarthmore College IH
